article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,e49bcd2f-dca9-404c-bf39-8a3046618622,Covid_Sources_2002_03_20v2.1,02b19f99,0,02b19f99-74a1-44a8-bfe3-8efd4b016a97,"{""answer_text_list"": [""The source is offering commentary, explanation, judgment, or context about something newsworthy.""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,e36f4037-6c48-4dc7-9e1a-3dd56b80a573,Covid_Sources_2002_03_20v2.1,08f063c4,0,08f063c4-468e-4270-9d12-6b62e1c3a367,"{""answer_text_list"": [""7""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,6c9fe8a6-5514-488b-a754-ca8195fae8e3,Covid_Sources_2002_03_20v2.1,10a6d8c9,0,10a6d8c9-19b8-4919-a819-ba9b3eb9ff60,"{""answer_text_list"": [""Provide important support to central claim of the article.""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,dd53ae22-b2b7-44c0-a1b8-5ac0a711aa05,Covid_Sources_2002_03_20v2.1,27d23475,0,27d23475-6f2c-425d-93c7-ca58b1407d79,"{""answer_text_list"": [""3""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,b155f187-a78b-4e80-82cf-ef9090a34022,Covid_Sources_2002_03_20v2.1,2a6afb3b,0,2a6afb3b-4d56-4789-9604-393b55a3f836,"{""answer_text_list"": [""No""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,d2a50bb7-b6b2-47fc-addf-a6d44127402e,Covid_Sources_2002_03_20v2.1,465ce63e,0,465ce63e-b0b9-412c-9762-390522d83f87,"{""answer_text_list"": [""Yes""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,20674373-7b44-404e-9833-fcd530385fed,Covid_Sources_2002_03_20v2.1,557c5d51,0,557c5d51-1a69-4168-a738-c69eeb0faee8,"{""answer_text_list"": [""Paraphrase""]}",1,2733,2829,say Trump played down the disease in public and the federal government was slow to roll out test
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,4fe1b2cd-ac63-43b4-9088-edbd858cf544,Covid_Sources_2002_03_20v2.1,5af878ea,0,5af878ea-0efd-4ea4-9ee9-9f2f496df7ec,"{""answer_text_list"": [""There's no way to know based on the information given""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,96e15d91-8b68-4ca1-8f9d-eb215f939c1e,Covid_Sources_2002_03_20v2.1,92a4760b,0,92a4760b-9e24-453d-9e48-55b25d154a95,"{""answer_text_list"": [""Written public material (e.g. book, social media, etc.)""]}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,9e9adc16-c873-45f0-b71f-9fafefdeef2d,Covid_SourceRelevancev1.IAA,c07a0b31-90a2-466e-a491-89811121706f,tua_csv/2020/06/Adj_Dep_S_IAA_Covid_SourceRelevancev1-Task-2065-DataHunt.csv.gz,True,72f6d8cc-9f38-4040-b08c-c9623db19f41,2391adf2-f716-40c6-8e23-fac73992ee28,Covid_Sources_2002_03_20v2.1,ab575566,0,ab575566-7f11-4a2d-90cc-6ea59d41f3f7,"{""answer_text_list"": [""Can't tell""]}",0,0,0,
